cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10MCDVPNT7R306; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.3;     146.0
M10MCDVPNT7R341; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         5.8;     135.0
M10MCDVPNT7R342; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.0;     138.0
M10MCDVPNT7S307; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.5;     151.0
M10MCDVPNT7S343; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.1;     142.0
M10MCDVPNT7T308; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.3;     146.0
M10MCDVPNT7T344; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.0;     138.0
M10MCDVPNT7U309; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.5;     151.0
M10MCDVPNT7U345; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.1;     142.0
M10MCDVPNT7V310; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.3;     146.0
M10MCDVPNT7V346; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.0;     138.0
M10MCDVPNT7W311; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.5;     151.0
M10MCDVPNT7W347; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.1;     142.0
M10MCDVPNT7X312; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.3;     146.0
M10MCDVPNT7X348; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.0;     138.0
M10MCDVPNT7Y313; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.5;     151.0
M10MCDVPNT7Y349; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         6.1;     142.0
M10MCDVPNT7Z314; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1615;            1615;         6.1;     142.0
M10MCDVPNT7Z350; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1645;            1645;         5.8;     135.0
M10MCDVPPS00612; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.6;     130.0
M10MCDVPPS01613; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS02614; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS02844; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.4;     150.0
M10MCDVPPS03615; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS03845; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     153.0
M10MCDVPPS04616; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS04846; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS05617; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS05847; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.4;     150.0
M10MCDVPPS06618; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS06848; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     153.0
M10MCDVPPS07619; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS07849; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS08620; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.6;     130.0
M10MCDVPPS08850; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS09621; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS09851; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.4;     150.0
M10MCDVPPS0A622; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0A852; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     153.0
M10MCDVPPS0B623; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0B853; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS0C624; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS0C854; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.4;     150.0
M10MCDVPPS0C976; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.4;     149.0
M10MCDVPPS0D625; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0D855; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     153.0
M10MCDVPPS0D977; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0E626; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0E856; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS0E978; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0F627; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0F857; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1715;            1715;         6.6;     154.0
M10MCDVPPS0F979; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.4;     149.0
M10MCDVPPS0G858; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.2;     143.0
M10MCDVPPS0G980; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0H859; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.5;     150.0
M10MCDVPPS0H981; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0J860; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0J861; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.2;     143.0
M10MCDVPPS0J982; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.4;     149.0
M10MCDVPPS0J983; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0K596; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.1;     142.0
M10MCDVPPS0K862; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.5;     150.0
M10MCDVPPS0K984; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.4;     149.0
M10MCDVPPS0L597; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.3;     147.0
M10MCDVPPS0L863; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0L985; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS0M598; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.5;     152.0
M10MCDVPPS0M864; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0M986; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.0;     139.0
M10MCDVPPS0N599; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS0N865; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.2;     143.0
M10MCDVPPS0N987; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.0;     139.0
M10MCDVPPS0P600; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.3;     147.0
M10MCDVPPS0P601; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.5;     152.0
M10MCDVPPS0P866; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.5;     150.0
M10MCDVPPS0P867; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0P988; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.0;     139.0
M10MCDVPPS0P989; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.0;     139.0
M10MCDVPPS0R602; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS0R603; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS0R868; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.2;     143.0
M10MCDVPPS0R869; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.5;     150.0
M10MCDVPPS0S604; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.1;     142.0
M10MCDVPPS0S870; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0T605; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.3;     147.0
M10MCDVPPS0T871; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.7;     153.0
M10MCDVPPS0U606; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.5;     152.0
M10MCDVPPS0V607; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS0W608; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.3;     147.0
M10MCDVPPS0X609; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.5;     152.0
M10MCDVPPS0Y610; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS0Z611; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1585;            1585;         6.6;     154.0
M10MCDVPPS15228; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS16229; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS17230; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS18231; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS19232; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS1A233; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; M 6              ;          10;     135.0;            1720;            1720;         6.7;     155.0
M10MCDVPPS1B234; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPPS1C235; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPPS1D236; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPPS1E237; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPPS1F238; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPPS1G239; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          10;     135.0;            1735;            1735;         6.3;     147.0
M10MCDVPKP51907; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPKP52908; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.2;     144.0
M10MCDVPKP53909; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP54910; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP55911; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPKP56912; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.2;     144.0
M10MCDVPKP57913; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP58914; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP59915; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPKP5A916; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.2;     144.0
M10MCDVPKP5B917; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP5C918; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPKP5D919; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.2;     144.0
M10MCDVPKP5E920; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.3;     147.0
M10MCDVPKP5K441; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.7;     132.0
M10MCDVPKP5L442; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.0;     138.0
M10MCDVPKP5M443; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5N444; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.0;     138.0
M10MCDVPKP5N699; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.2;     144.0
M10MCDVPKP5P445; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5P446; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5P700; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKP5P701; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.2;     144.0
M10MCDVPKP5R447; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.7;     132.0
M10MCDVPKP5R448; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.0;     138.0
M10MCDVPKP5R702; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKP5R703; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKP5S449; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5S704; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.2;     144.0
M10MCDVPKP5T450; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.0;     138.0
M10MCDVPKP5T705; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKP5U451; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5U706; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.2;     144.0
M10MCDVPKP5V452; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPKP5V707; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKP5W708; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.4;     148.0
M10MCDVPKV7E427; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPKV7F428; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.9;     138.0
M10MCDVPKV7G429; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7H430; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7J431; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPKV7J432; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.9;     138.0
M10MCDVPKV7K433; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7L434; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7M435; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPKV7N436; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.9;     138.0
M10MCDVPKV7P437; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7P438; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7R439; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPKV7R440; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.9;     138.0
M10MCDVPKV7S441; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPKV7T442; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT70387; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPNT7C388; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7D389; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7E390; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7F391; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7G392; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPNT7H393; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7J394; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7J395; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7K396; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7R377; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPNT7R378; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7S379; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7T380; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7U381; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7V382; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         5.8;     135.0
M10MCDVPNT7W383; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7X384; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPNT7Y385; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.0;     138.0
M10MCDVPNT7Z386; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1680;            1680;         6.1;     142.0
M10MCDVPPS06873; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.6;     152.0
M10MCDVPPS07874; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS08875; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.3;     145.0
