cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10AUDVP011P101; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           6;      92.0;            1190;            1190;         5.1;     117.0
M10AUDVP011T105; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           6;      92.0;            1155;            1155;         4.9;     115.0
M10AUDVP011V107; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           6;      92.0;            1155;            1155;         5.0;     117.0
M10AUDVP011X109; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           6;      92.0;            1155;            1155;         5.1;     120.0
M10AUDVP0111113; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           8;     110.0;            1205;            1205;         4.8;     111.0
M10AUDVP0113115; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           8;     110.0;            1205;            1205;         5.0;     116.0
M10AUDVP0115117; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           7;     110.0;            1195;            1195;         4.7;     109.0
M10AUDVP0117119; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           8;     110.0;            1195;            1195;         4.8;     112.0
M10AUDVP0119121; AUDI                     ; A1                       ; ES   ; non    ; M 6              ;           8;     110.0;            1195;            1195;         5.0;     117.0
M10AUDVP011Z111; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;           7;     110.0;            1205;            1205;         4.7;     109.0
M10AUDVP0111404; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;          10;     141.0;            1255;            1255;         5.6;     129.0
M10AUDVP0113406; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;          10;     141.0;            1255;            1255;         5.6;     130.0
M10AUDVP011R430; AUDI                     ; A1                       ; ES   ; non    ; A 7              ;          10;     141.0;            1255;            1255;         5.8;     134.0
M10AUDVP011A061; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           4;      66.0;            1195;            1195;         3.6;      94.0
M10AUDVP011C063; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           4;      66.0;            1195;            1195;         3.7;      96.0
M10AUDVP011E065; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           4;      66.0;            1195;            1195;         3.8;      99.0
M10AUDVP011J069; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           4;      66.0;            1165;            1165;         3.4;      89.0
M10AUDVP011K071; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           4;      66.0;            1165;            1165;         3.4;      90.0
M10AUDVP011M073; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           4;      66.0;            1165;            1165;         3.5;      94.0
M10AUDVP0112089; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           5;      85.0;            1225;            1225;         3.5;      92.0
M10AUDVP0114091; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           5;      85.0;            1225;            1225;         3.5;      93.0
M10AUDVP0116093; AUDI                     ; A1                       ; GO   ; non    ; M 5              ;           5;      85.0;            1225;            1225;         3.7;      97.0
M10AUDVP011U081; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           5;      85.0;            1250;            1250;         3.7;      97.0
M10AUDVP011W083; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           6;      85.0;            1250;            1250;         3.7;      98.0
M10AUDVP011Y085; AUDI                     ; A1                       ; GO   ; non    ; A 7              ;           6;      85.0;            1250;            1250;         3.9;     103.0
M10AUDVP0110694; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           5;      70.0;            1165;            1165;         4.6;     107.0
M10AUDVP0118702; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 5              ;           5;      70.0;            1135;            1135;         4.2;      97.0
M10AUDVP011C706; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 5              ;           5;      70.0;            1135;            1135;         4.3;      98.0
M10AUDVP011K714; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 5              ;           5;      70.0;            1135;            1135;         4.4;     102.0
M10AUDVP011P682; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           5;      70.0;            1165;            1165;         4.4;     102.0
M10AUDVP011S686; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           5;      70.0;            1165;            1165;         4.5;     103.0
M10AUDVP0112211; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           6;      92.0;            1215;            1215;         5.1;     117.0
M10AUDVP011A219; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           6;      92.0;            1180;            1180;         5.1;     118.0
M10AUDVP011E223; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           6;      92.0;            1180;            1180;         5.1;     119.0
M10AUDVP011J227; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           7;      92.0;            1180;            1180;         5.2;     123.0
M10AUDVP011U203; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           6;      92.0;            1215;            1215;         4.9;     112.0
M10AUDVP011Y207; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           6;      92.0;            1215;            1215;         5.0;     113.0
M10AUDVP0112247; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           8;     110.0;            1220;            1220;         4.8;     112.0
M10AUDVP0116251; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           8;     110.0;            1220;            1220;         5.0;     117.0
M10AUDVP011M231; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           7;     110.0;            1230;            1230;         4.7;     109.0
M10AUDVP011R235; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           8;     110.0;            1230;            1230;         4.8;     111.0
M10AUDVP011U239; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;           8;     110.0;            1230;            1230;         5.0;     116.0
M10AUDVP011Y243; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; M 6              ;           7;     110.0;            1220;            1220;         4.7;     109.0
M10AUDVP011A255; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;          10;     141.0;            1280;            1280;         5.6;     129.0
M10AUDVP011E259; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;          10;     141.0;            1280;            1280;         5.6;     130.0
M10AUDVP011J263; AUDI                     ; A1 SPORTBACK             ; ES   ; non    ; A 7              ;          10;     141.0;            1280;            1280;         5.8;     134.0
M10AUDVP0113151; AUDI                     ; A1 SPORTBACK             ; GO   ; non    ; M 5              ;           4;      66.0;            1195;            1195;         3.4;      91.0
M10AUDVP0117155; AUDI                     ; A1 SPORTBACK             ; GO   ; non    ; M 5              ;           4;      66.0;            1195;            1195;         3.5;      91.0
M10AUDVP011B159; AUDI                     ; A1 SPORTBACK             ; GO   ; non    ; M 5              ;           4;      66.0;            1195;            1195;         3.6;      95.0
